id,context,question,answer0,answer1,answer2,answer3,label
3KLL7H3EGDZXL6ADKZ6W9SXKYHAHV0##3RYC5T2D74R0R0PEKVFT6O6WD0FPRP##AXJ1PE87PD0KK##Blog_275314##q1_a1##3GVPRXWRPJ8A00J8SHX1VO645LHI7V,"The night before my gears stopped working on my bike and Jake was kind enough to lend me his bike . The gears on his bike worked great , it was just a good twenty pounds heavier than the bike I was used to . I managed to lug it off the bike rake and wander over to the starting area .",What happened after I got to the starting area ?,None of the above choices .,I started a race using Jake 's bike .,The gears on my bike stopped working .,I started a race using my own bike .,1
3KLL7H3EGDZXL6ADKZ6W9SXKYHAHV0##3RYC5T2D74R0R0PEKVFT6O6WD0FPRP##AXJ1PE87PD0KK##Blog_275314##q1_a2##30EMX9PEVMXNPTTOGNGO3VHDK3JKSV,"The night before my gears stopped working on my bike and Jake was kind enough to lend me his bike . The gears on his bike worked great , it was just a good twenty pounds heavier than the bike I was used to . I managed to lug it off the bike rake and wander over to the starting area .",What happened after I got to the starting area ?,None of the above choices .,The gears on my bike stopped working .,I started a race using my own bike .,I did n't perform as well as usual at biking .,3
379OL9DBSSCLAUNZRY5O3A3QXIYY9O##3BXQMRHWK0WMMPKIW9I6UVZLFJOUMW##AJ7NSZOAFP05U##Blog_1052213##q1_a1##3UQVX1UPFUVS745MIFR0TTP089O20A,"After spending a few days in New York City this week , I ventured into Connecticut to spend the weekend with some friends . We had great weather and I enjoyed reconnecting with them after way too long . We enjoyed some great meals including Lenny & Joe 's for amazing fried clams and lobster rolls , the River Tavern in Chester , and O'Rourke 's Diner in Middletown ( try the "" Irish Embassy "" for breakfast ) .",What may happen during one of your visits to Conneticut ?,I would avoid old relationships .,I 'd only eat Irish food .,I would end up going to New York instead .,I would rekindle old relationships .,3
379OL9DBSSCLAUNZRY5O3A3QXIYY9O##3BXQMRHWK0WMMPKIW9I6UVZLFJOUMW##AJ7NSZOAFP05U##Blog_1052213##q1_a2##3TKXBROM5VO3KVKATQMYYEBDWERJI9,"After spending a few days in New York City this week , I ventured into Connecticut to spend the weekend with some friends . We had great weather and I enjoyed reconnecting with them after way too long . We enjoyed some great meals including Lenny & Joe 's for amazing fried clams and lobster rolls , the River Tavern in Chester , and O'Rourke 's Diner in Middletown ( try the "" Irish Embassy "" for breakfast ) .",What may happen during one of your visits to Conneticut ?,I would avoid old relationships .,I would end up going to New York instead .,I 'd only eat Irish food .,I 'd eat some amazing food .,3
37SOB9Z0SSVFVTRKRAFOIPY8OAOL34##35L9RVQFCPG0UBJ75C2T2QRPXNGUHT##A394JO4NEPCY3M##Blog_1101342##q1_a1##3PGQRAZX04YI9YI5K2HFC3WOIEUSYS,"I do n't like working with lying , backstabbing jerks . So i called him today and he still denied most of it and said that he had a suprise for all of us which amanda wo nt like but is good for him . CAN'T FUCKIN WAIT FOR THAT TIME BOMB .",What may have happened before this story ?,Amanda gave the narrator a big surprise,The narrator was lied to by Amanda,The narrator was lied to by a co worker,None of the above choices .,2
3MG8450X2O8PL8J1YM4WMFXS6Y5UPH##3ZY8KE4ISK1DKJ7ATSZS7QL93P5VQG##A1OPGPTQJ48XOY##Blog_67159##q1_a1##3FO95NVK5EE9CX6J67PL473RFTNSR2,"LED lights hanging inside the fixture cast tangled shadows through the metal . Roscoe Jackson 's Asterisk Stools are ergonomically designed to make you sit up straight . In addition to looking cool , they 're made from 85 % recycled material . Available for $ 395 .",Why does it matter that the stools are made from predominantly recycled material ?,That is an important factor for people who care about the environment and want to reuse materials so that we do n't run out of resources on our planet,It means that the company can charge more for their products because they are sustainable,It is an important factor for people who want to seem as though they are conscious about the environment,It means that the company can continue to make many of these chairs because they use old materials to create them,0
3X878VYTIGWQQ9HIR9RGSRTCOBTF74##3FTOP5WARI3V0K1OF23UHU76Y4D0JF##A394JO4NEPCY3M##Blog_912465##q1_a1##37NXA7GVSVKE1RSAVIXUTIEZ851VLT,"He got really pissed off because I would n't mess around with him and then tried to play the "" Good luck finding a ride home "" game but he got over it . He keeps texting me and telling me he hates me but oh well , he should have known that he was n't getting any . He dropped me off and I went to work .",What is the likely reason the man texts the narrator that he hates them ?,The narrator would n't mess around with him,None of the above choices .,The narrator messed with him,The narrator asked him for a ride home,0
32FESTC2NJ4LL894DFUQUDMT0J2CUH##3KKG4CDWKLDNTW6GCRZJ43JGMF7495##A2KYOM2ZGYDJGT##Blog_157539##q1_a1##3YCT0L9OMONOXZERD084VNYHE25SNX,Today is Gaea 's and I 5th wedding anniversary ! ! We celebrated by dinner out and movie last night . It cost a total of $ 14 plus gas . We used up the gift card that I got on Friday .,Why is it their 5th wedding anniversary ?,None of the above choices .,Because they went out to see a movie .,Because they had dinner out .,Because the night out cost $ 14 .,0
3TKSOBLOHLE8LF9LFQ50M50F0CPBB8##3Y5140Z9DYENY1MVU8LKSW55Q64IPQ##A33PQXKQHFVF3V##Blog_191765##q1_a1##3M0556243UYFTU957G85OOF2P8UFNC,"My feet were killing me at the end of the day as I was walking back and forth serving drinks and did n't get a moment to myself . I felt queasy to begin with but I just made sure I kept drinking water and tried to eat a sausage roll - ended up throwing half of it out . It was a good fast day , I just wish I had a good nights sleep Friday . The crowd were much better then the usual footy crowd except I got hit on a hell of a lot !",Why am I feeling this way ?,I got food poisoning from the restaurant .,I am overworked and need a good day 's rest .,"It was all in my head , I was actually fine .",I was drinking way too much water .,1
3IHWR4LC7FRE0EOR2MP79O2ZFNRI8L##3AUQQEL7U884RF1IWRHDKII0TPGV0N##A2KYOM2ZGYDJGT##Blog_62424##q1_a1##32TZXEA1ONY2H75RICEO0D58XFZ14H,"I told her I liked her 4 months ago , and she smiled when I told her . She would smile when I would approach her and she told me she wanted to start out as friends , and get to know me , and she would like to hang out with me . We would n't walk much so we would stare at each other alot .",Why did the girl smile when the writer told her he liked her ?,Because she smiled when he approached her .,Because she wanted to be friends .,Because the girl likes the writer as well .,None of the above choices .,2
3K3G488TR4M8UUT8HWND66JU5Q45Q9##3J2UYBXQQORJCPMHVJ958Q21G2W60U##A2KYOM2ZGYDJGT##Blog_396595##q1_a1##366FYU4PTI3MFAO6FSWJEEDYJIEKEA,"It has a display that gives you real time information on your fuel consumption , and this is the most ingenious way that it helps deliver fuel savings . As you drive you can see what tendencies will help you lower your fuel consumption ( hint : acceleration bad , coasting good ) . The best fuel efficiency comes when you drive in the city . On the highway I only get 50 miles per gallon .",Why does it have a display that gives you real time information on your fuel consumption ?,Because coasting is good .,Because acceleration is bad .,Because it 's ingenious .,None of the above choices .,3
33TGB4G0LRVUOT5A46033UL1ILVXTL##37U1UTWH9Y1UGXP4IBPIC0ZFUJP8RB##A2KYOM2ZGYDJGT##Blog_409301##q1_a1##3FJ2RVH251KA3YTZIBATM4QTBJL291,"I kinda had a baby . Actually , had , is not the right term . I acquired a baby . So , if you 're someone who has followed this blog ( back when I was actually writing in it ) , you know that the irony of me "" acquiring "" a kid is rich .",What does the writer possibly mean when they say they acquired a baby ?,They followed this blog .,They were writing a blog .,They acquired a rich kid .,They adopted a baby .,3
3X7837UUADW8XMQ27R199DX0UF6J6X##32Z9ZLUT1MI5H6ZA9QQK3KZ0GIRHO1##AJ7NSZOAFP05U##Blog_681700##q1_a1##35NNO802AXAZ3LBV8OEQRLSU5Z7INP,"I pulled up at the bowser , and left the keys in the ignition . Now , my keys are on a Vodafone lanyard . A long red one which I have only just started using when I got my new phone .",What may be true about your lanyard ?,I attach my vodafone to my lanyard .,None of the above choices .,It came with my new phone .,It is n't branded .,1
3S8A4GJRD5HWI6P38ERS4ZW2IBG6V2##3B837J3LDRBCZH4DW9VNTRZG7D5RS4##A394JO4NEPCY3M##Blog_748787##q1_a2##3SBX2M1TKF1QYBP83R431EDG5ZQ4QU,"Well , I ' ve been going through all of my disney pics and I sure took alot of them . Not only did I take pics but we got the Disney Photo Pass CD also . The pics were so expensive to order from them so it was actually cheaper to buy the disk .",What is probably true about the narrator ?,They have never been to disney land,None of the above choices .,They do not like disney,They like Disney,3
3S8A4GJRD5HWI6P38ERS4ZW2IBG6V2##3B837J3LDRBCZH4DW9VNTRZG7D5RS4##A394JO4NEPCY3M##Blog_748787##q1_a1##3UOMW19E6FK40TJPCEMIM1UD1GKC52,"Well , I ' ve been going through all of my disney pics and I sure took alot of them . Not only did I take pics but we got the Disney Photo Pass CD also . The pics were so expensive to order from them so it was actually cheaper to buy the disk .",What is probably true about the narrator ?,They have never been to disney land,They went to disneyland,None of the above choices .,They do not like disney,1
3IV1AEQ4DRBV109Q06Y7TRTR01RJ8W##34X6J5FLPUW4TO7GC3L942AF6WNJQU##A2KYOM2ZGYDJGT##Blog_1367353##q1_a1##3HXCEECSQO7FAA4JFUBN8WTR5QFZYJ,"it was so cool . just talked about random shit all night , met a bunch of people , it was wierd . I ' m such a hermit that this was a funky new experience .",What did the writer talk about all night ?,random shit,meeting a bunch of people,being a hermit,having a funky new experience,0
3XABXM4AJ3JRHCCAFUUGIQTL77B8Q2##34FNN24DCPOKQGIOY8A98CILVKJY5P##A2KYOM2ZGYDJGT##Blog_1538626##q1_a1##3ZRKL6Z1EAHIN7X5QWV953PKDQKSGQ,"Other than some tech issues , my talk today went well . I caught up with a couple of classmates I have n't seen in years . And , a video of this even is going to be put up on the department webpage , so if anyone is curious , you can pop in and check out my talk .",Why did the writer catch up with a couple classmates they had n't seen in years ?,Because they had some tech issues .,Because the talk today went well .,None of the above choices .,Because they like those people and wanted to talk to them .,3
33Q5P9PUSPKNDI47Z4HYJ7D09SOZC6##369J354OFE81S4YVPOM81K18FPLG6Q##A2KYOM2ZGYDJGT##Blog_299719##q1_a1##34HEO7RUG885C1KPP73UJ79LTHBRAO,"I liked watching the watermelon smash against the fence and turn into a bunch of pieces . Compost ! My Mom says it 's what keeps their lawn going . We had BBQ chicken , baked beans , corn on the cob and fresh fruit salad for dessert . I also brought home made cookies . And that was my fourth !",Why did the watermelon smash against the fence ?,Because they had BBQ chicken and baked beans .,Because someone threw it hard against the fence .,Because the writer brought homemade cookies .,Because they needed compost for the lawn .,1
3BFF0DJK8XA7YNK4QYIGCOG1AF5TSR##3NJM2BJS4X4WLY0V2YPYHT7AE92PCU##A1OPGPTQJ48XOY##Blog_1426873##q1_a1##3BKZLF9901D6WI3SSYSAH3HN0XMYQ0,"The mob guys laughed and repeated "" I am a machine "" over and over , and they played poker . Later in the week they were on a train and the mob guys were robbing it and had him collect the goods . The police showed up and he was freaking out and the teacher he was with kept saying i told you not to talk to those guys , i ca nt do anything for you , and stuff .",What happened after the police showed up ?,he confessed to his involvement in the crimes and was promptly arrested,None of the above choices .,he admitted that he knew what they had done and then sold them out to the police in order to not serve prison time,he kept his cool because he realized that he did not appear to be a mob guy and they would not suspect him of doing anything for them but being their friend,3
33K3E8REWWTWWKEFHAD8K016B5Q8X5##34T446B1C1CTXHWBLDA82S6244S0C4##A1OPGPTQJ48XOY##Blog_696473##q1_a1##36JW4WBR08YNJYNU4IDSJ4I63SNFHX,cuz me and mickey we always fight . everyday . him and i. we 're not meant for each other . and that is why i am in here on my laptop and he is who knows where !,Why do you and Mickey not spend time together anymore ?,We fight all the time and prefer to be separate rather than together,None of the above choices .,We spend a lot of time together but get bored of each other quickly,We see each other one weekends when we have more free time,0
3FTID4TN8NCV5LNF0TKE0HIUR04LYO##3BV8HQ2ZZZGFD2KZNL6YXWEEQU76AX##AJ7NSZOAFP05U##Blog_378957##q1_a1##307FVKVSYTTGSTKT7SVX1NWM1OC477,"We stopped by Felix 's grave for a few minutes on the way there . I have only been there once before ( a few years ago ) , so it made me happy that I got to go there again . The parade was just okay . It was mostly a ton of people walking ( little league , boy scouts , girl scouts , etc ) , so there was n't much to see .",What may have caused you to stop on your way to the parade ?,I wanted to pay my respects to someone who 's passed one .,Someone asked if they could pay their respects to me .,I wanted to hang out with the boy scouts .,I wanted to pay Felix a visit and see if he would go to the parade with me .,0
